"Dist Code","Year","State Code","State Name","Dist Name","RICE AREA (1000 ha)","RICE PRODUCTION (1000 tons)","RICE YIELD (Kg per ha)","WHEAT AREA (1000 ha)","WHEAT PRODUCTION (1000 tons)","WHEAT YIELD (Kg per ha)","PEARL MILLET AREA (1000 ha)","PEARL MILLET PRODUCTION (1000 tons)","PEARL MILLET YIELD (Kg per ha)","MAIZE AREA (1000 ha)","MAIZE PRODUCTION (1000 tons)","MAIZE YIELD (Kg per ha)","CHICKPEA AREA (1000 ha)","CHICKPEA PRODUCTION (1000 tons)","CHICKPEA YIELD (Kg per ha)","PIGEONPEA AREA (1000 ha)","PIGEONPEA PRODUCTION (1000 tons)","PIGEONPEA YIELD (Kg per ha)","MINOR PULSES AREA (1000 ha)","MINOR PULSES PRODUCTION (1000 tons)","MINOR PULSES YIELD (Kg per ha)","GROUNDNUT AREA (1000 ha)","GROUNDNUT PRODUCTION (1000 tons)","GROUNDNUT YIELD (Kg per ha)","SOYABEAN AREA (1000 ha)","SOYABEAN PRODUCTION (1000 tons)","SOYABEAN YIELD (Kg per ha)","SUGARCANE AREA (1000 ha)","SUGARCANE PRODUCTION (1000 tons)","SUGARCANE YIELD (Kg per ha)"
"206","2015","12","Uttar Pradesh","Farrukhabad","41.55","96.52","2322.98","143.25","459.82","3209.91","4.99","7.87","1577.15","90.78","175.57","1934.02","1.34","1.24","925.37","3.2","1.34","418.75","9.38","6.93","738.69","1.91","1.29","675.39","0.0","0.0","0.0","7.86","47.54","6045.56"
"206","2016","12","Uttar Pradesh","Farrukhabad","37.59","99.89","2657.33","157.56","633.78","4022.45","5.35","10.55","1973.43","90.63","185.63","2048.32","1.73","2.25","1303.07","2.75","3.91","1423.53","9.9","9.44","953.94","3.14","2.84","903.85","0.0","0.0","0.0","8.29","51.57","6217.36"
"206","2017","12","Uttar Pradesh","Farrukhabad","34.62","108.09","3122.12","150.66","680.33","4515.55","5.08","8.24","1623.92","85.47","268.38","3140.12","1.5","2.51","1679.6","2.52","3.28","1301.43","10.36","8.98","866.85","2.43","2.46","1013.17","0.0","0.0","0.0","8.36","54.63","6535.63"
"207","2007","12","Uttar Pradesh","Etawah","95.43","252.57","2646.65","191.74","559.91","2920.15","75.62","135.44","1791.06","16.76","34.5","2058.47","9.26","10.67","1152.27","7.46","6.91","926.27","9.03","7.07","782.95","0.25","0.14","560.0","0.0","0.0","0.0","1.56","8.2","5256.41"
"207","2008","12","Uttar Pradesh","Etawah","98.8","289.43","2929.45","195.89","712.24","3635.92","66.93","150.32","2245.93","14.16","31.04","2192.09","8.01","12.81","1599.25","6.1","9.11","1493.44","7.97","7.41","929.74","0.24","0.18","750.0","0.0","0.0","0.0","1.26","5.83","4626.98"
"207","2009","12","Uttar Pradesh","Etawah","80.1","216.62","2704.37","195.7","561.89","2871.18","72.07","153.34","2127.65","13.29","26.21","1972.16","8.28","10.54","1272.95","6.35","8.66","1363.78","8.94","6.99","781.88","0.23","0.15","652.17","0.0","0.0","0.0","0.87","4.4","5057.47"
"207","2010","12","Uttar Pradesh","Etawah","92.75","242.45","2614.02","197.7","718.68","3635.2","73.06","149.52","2046.54","13.87","27.33","1970.44","7.77","11.52","1482.63","6.29","6.92","1100.16","11.18","10.21","913.24","0.27","0.26","962.96","0.0","0.0","0.0","0.94","5.06","5382.98"
"207","2011","12","Uttar Pradesh","Etawah","97.45","272.9","2800.41","196.78","746.41","3793.12","64.39","125.45","1948.28","14.17","28.0","1976.01","7.04","11.53","1637.78","4.98","8.57","1720.88","10.16","8.52","838.58","0.24","0.24","1000.0","0.0","0.0","0.0","1.09","6.36","5834.86"
"207","2012","12","Uttar Pradesh","Etawah","101.82","310.05","3045.08","197.34","742.71","3763.61","65.4","156.38","2391.13","15.16","38.35","2529.68","7.27","10.16","1397.52","6.42","8.96","1395.64","7.25","5.45","751.72","0.22","0.22","1000.0","0.0","0.0","0.0","1.05","6.42","6114.29"
"207","2013","12","Uttar Pradesh","Etawah","111.84","345.67","3090.75","200.94","758.67","3775.6","63.35","151.71","2394.79","11.87","31.4","2645.32","6.53","4.77","730.47","4.5","4.61","1024.44","2.73","1.89","692.31","0.23","0.21","913.04","0.0","0.0","0.0","1.4","8.31","5935.71"
"207","2014","12","Uttar Pradesh","Etawah","108.55","312.43","2878.21","200.98","401.2","1996.22","74.25","154.27","2077.71","14.57","35.41","2430.34","5.6","2.76","492.86","4.66","2.31","495.71","0.0","0.0","0.0","0.17","0.15","882.35","0.0","0.0","0.0","1.33","7.65","5751.88"
"207","2015","12","Uttar Pradesh","Etawah","107.19","283.25","2642.5","206.11","659.37","3199.12","71.32","164.17","2301.88","12.69","32.04","2524.82","4.85","5.54","1142.27","3.44","1.43","415.7","18.23","13.44","737.37","0.1","0.06","600.0","0.0","0.0","0.0","0.73","4.23","5783.72"
"207","2016","12","Uttar Pradesh","Etawah","102.76","297.58","2895.75","198.88","811.1","4078.35","67.58","157.17","2325.64","14.55","38.17","2624.18","6.44","8.96","1391.89","5.92","12.29","2076.36","12.44","11.32","910.13","0.79","0.72","904.28","0.0","0.0","0.0","1.03","6.19","6036.78"
"207","2017","12","Uttar Pradesh","Etawah","101.35","295.3","2913.67","198.17","756.58","3817.91","69.65","156.47","2246.63","14.62","43.2","2954.05","7.1","11.95","1683.48","5.32","9.61","1807.79","11.74","10.24","872.5","0.15","0.15","1013.7","0.0","0.0","0.0","1.09","7.06","6469.69"
"208","2007","12","Uttar Pradesh","Kanpur","88.25","178.36","2021.08","220.64","663.56","3007.43","18.07","34.41","1904.26","36.05","51.54","1429.68","42.11","51.14","1214.44","14.79","23.25","1572.01","23.73","16.07","677.2","0.21","0.12","571.43","0.15","0.09","600.0","5.93","27.41","4622.26"
"208","2008","12","Uttar Pradesh","Kanpur","88.56","205.52","2320.69","219.2","735.66","3356.11","18.37","36.45","1984.21","37.3","53.82","1442.9","42.01","61.0","1452.04","14.82","27.78","1874.49","23.55","18.12","769.43","0.21","0.15","714.29","0.14","0.12","857.14","5.59","23.55","4212.88"
"208","2009","12","Uttar Pradesh","Kanpur","68.45","157.29","2297.88","221.68","716.24","3230.96","17.94","26.62","1483.83","33.24","41.33","1243.38","41.84","50.24","1200.76","12.89","10.5","814.58","22.74","15.77","693.49","0.17","0.11","647.06","0.0","0.0","0.0","5.45","24.71","4533.94"
"208","2010","12","Uttar Pradesh","Kanpur","73.48","169.59","2307.98","224.15","832.36","3713.41","18.79","35.7","1899.95","34.72","43.67","1257.78","40.61","62.21","1531.89","14.48","26.93","1859.81","21.06","18.32","869.9","0.18","0.17","944.44","0.11","0.15","1363.64","5.35","25.77","4816.82"
"208","2011","12","Uttar Pradesh","Kanpur","74.54","200.68","2692.25","223.52","836.46","3742.22","18.44","35.76","1939.26","36.05","51.49","1428.29","40.06","60.34","1506.24","15.06","28.73","1907.7","19.46","17.07","877.18","0.34","0.34","1000.0","0.11","0.14","1272.73","5.37","28.05","5223.46"
"208","2012","12","Uttar Pradesh","Kanpur","71.56","194.06","2711.85","227.47","816.25","3588.39","18.48","43.14","2334.42","33.12","55.29","1669.38","38.66","51.37","1328.76","14.87","27.04","1818.43","18.99","17.41","916.8","0.4","0.4","1000.0","0.12","0.16","1333.33","5.61","32.39","5773.62"
"208","2013","12","Uttar Pradesh","Kanpur","75.03","198.24","2642.14","230.32","852.79","3702.63","17.73","43.19","2435.98","33.63","63.96","1901.87","31.97","20.09","628.4","12.44","21.86","1757.23","20.06","15.55","775.17","0.2","0.18","900.0","0.1","0.06","600.0","5.42","30.57","5640.22"
"208","2014","12","Uttar Pradesh","Kanpur","67.39","161.97","2403.47","224.85","358.71","1595.33","19.15","39.94","2085.64","32.38","45.14","1394.07","37.99","17.91","471.44","12.5","7.49","599.2","0.0","0.0","0.0","0.1","0.09","900.0","0.02","0.01","500.0","5.12","27.3","5332.03"
"208","2015","12","Uttar Pradesh","Kanpur","69.58","172.09","2473.27","225.57","589.25","2612.27","23.91","38.91","1627.35","35.41","86.52","2443.38","32.9","30.05","913.37","12.21","5.76","471.74","19.54","12.56","642.89","0.19","0.12","631.58","0.01","0.0","181.82","4.82","25.83","5356.17"
"208","2016","12","Uttar Pradesh","Kanpur","77.92","238.75","3064.24","225.59","980.36","4345.8","18.63","45.08","2420.54","41.85","107.27","2563.33","38.25","49.8","1301.89","14.19","24.1","1699.14","22.41","20.06","895.0","0.16","0.15","906.83","0.05","0.03","673.47","5.33","30.68","5755.62"
"208","2017","12","Uttar Pradesh","Kanpur","73.99","221.22","2990.0","226.79","925.74","4081.94","18.46","34.01","1842.16","34.24","110.49","3226.65","38.39","67.44","1756.69","12.86","29.03","2257.53","22.63","21.7","958.85","0.13","0.13","1015.27","0.05","0.04","775.51","4.11","26.01","6335.17"
"209","2007","12","Uttar Pradesh","Fatehpur","78.86","148.69","1885.49","150.17","388.87","2589.53","8.47","8.11","957.5","0.47","0.73","1553.19","47.46","43.09","907.92","25.2","21.16","839.68","15.17","8.85","583.39","0.43","0.25","581.4","0.0","0.0","0.0","8.51","38.41","4513.51"
"209","2008","12","Uttar Pradesh","Fatehpur","87.04","200.88","2307.9","158.2","461.31","2915.99","7.21","7.49","1038.83","0.37","0.57","1540.54","46.71","55.68","1192.04","18.35","15.76","858.86","12.45","7.81","627.31","0.35","0.25","714.29","0.0","0.0","0.0","7.1","39.28","5532.39"
"209","2009","12","Uttar Pradesh","Fatehpur","62.42","136.26","2182.95","162.03","443.31","2735.97","8.66","8.09","934.18","0.3","0.43","1433.33","45.6","44.46","975.0","17.03","7.79","457.43","18.63","9.82","527.11","0.29","0.19","655.17","0.0","0.0","0.0","5.92","25.93","4380.07"
"209","2010","12","Uttar Pradesh","Fatehpur","71.47","150.61","2107.32","165.37","541.53","3274.66","8.62","8.16","946.64","0.35","0.31","885.71","44.73","51.63","1154.26","21.3","20.61","967.61","16.36","12.1","739.61","0.29","0.28","965.52","0.0","0.0","0.0","5.97","34.8","5829.15"
"209","2011","12","Uttar Pradesh","Fatehpur","79.78","186.54","2338.18","169.58","555.3","3274.56","7.68","8.28","1078.12","0.31","0.31","1000.0","42.9","56.31","1312.59","19.88","21.28","1070.42","15.23","12.38","812.87","0.28","0.28","1000.0","0.0","0.0","0.0","6.18","34.66","5608.41"
"209","2012","12","Uttar Pradesh","Fatehpur","77.16","189.52","2456.19","170.68","560.59","3284.45","6.99","8.96","1281.83","0.38","0.49","1289.47","43.38","54.16","1248.5","19.16","18.65","973.38","14.55","11.39","782.82","0.28","0.3","1071.43","0.0","0.0","0.0","6.68","40.82","6110.78"
"209","2013","12","Uttar Pradesh","Fatehpur","86.46","225.23","2605.02","174.45","595.9","3415.88","6.48","6.21","958.33","0.25","0.3","1200.0","41.69","18.13","434.88","16.24","14.55","895.94","9.36","5.81","620.73","0.26","0.23","884.62","0.0","0.0","0.0","7.36","50.2","6820.65"
"209","2014","12","Uttar Pradesh","Fatehpur","80.7","157.05","1946.1","174.25","341.44","1959.48","5.16","3.94","763.57","0.28","0.53","1892.86","41.94","7.66","182.64","16.63","3.33","200.24","0.0","0.0","0.0","0.21","0.18","857.14","0.0","0.0","0.0","7.88","51.85","6579.95"
"209","2015","12","Uttar Pradesh","Fatehpur","81.95","167.75","2046.98","185.39","460.64","2484.71","5.47","4.48","819.01","0.53","0.4","754.72","33.91","19.43","572.99","15.02","8.78","584.55","15.47","7.67","495.54","0.03","0.02","666.67","0.0","0.0","0.0","7.26","48.63","6703.21"
"209","2016","12","Uttar Pradesh","Fatehpur","86.79","215.67","2485.0","175.8","614.4","3494.96","8.12","7.79","959.13","0.5","0.98","1954.27","44.68","57.18","1279.61","20.45","22.15","1082.67","17.65","10.99","622.33","0.2","0.18","901.96","0.0","0.0","0.0","6.31","45.85","7266.7"
"209","2017","12","Uttar Pradesh","Fatehpur","82.06","216.65","2640.0","170.17","591.43","3475.53","7.39","8.83","1193.51","0.31","0.67","2200.0","42.14","67.92","1611.75","17.47","20.49","1172.92","15.83","12.3","777.15","0.21","0.22","1014.15","0.0","0.0","0.0","6.38","23.42","3672.79"
"210","2007","12","Uttar Pradesh","Allahabad","215.33","439.5","2041.05","279.49","610.4","2183.98","39.15","44.56","1138.19","0.35","0.5","1428.57","29.13","28.58","981.12","28.07","33.63","1198.08","22.31","16.37","733.75","0.72","0.42","583.33","0.0","0.0","0.0","2.28","10.29","4513.16"
"210","2008","12","Uttar Pradesh","Allahabad","217.82","520.7","2390.51","285.82","715.77","2504.27","38.76","42.38","1093.4","0.32","0.5","1562.5","28.45","31.23","1097.72","26.14","31.08","1188.98","22.37","17.03","761.29","0.68","0.5","735.29","0.0","0.0","0.0","2.16","11.93","5523.15"
"210","2009","12","Uttar Pradesh","Allahabad","166.34","359.95","2163.94","281.2","620.32","2205.97","38.19","37.41","979.58","0.35","0.56","1600.0","28.59","21.89","765.65","19.22","7.74","402.71","30.95","20.07","648.47","0.61","0.4","655.74","0.0","0.0","0.0","2.12","9.28","4377.36"
"210","2010","12","Uttar Pradesh","Allahabad","189.33","427.16","2256.17","285.64","716.96","2510.01","39.24","38.52","981.65","0.4","0.48","1200.0","27.95","29.23","1045.8","24.9","21.05","845.38","24.21","15.3","631.97","0.68","0.67","985.29","0.0","0.0","0.0","2.17","12.65","5829.49"
"210","2011","12","Uttar Pradesh","Allahabad","191.54","483.78","2525.74","288.36","778.0","2698.02","39.0","42.74","1095.9","0.39","0.52","1333.33","28.01","32.88","1173.87","16.78","17.85","1063.77","29.87","29.31","981.25","0.68","0.67","985.29","0.0","0.0","0.0","2.17","12.16","5603.69"
"210","2012","12","Uttar Pradesh","Allahabad","195.08","527.66","2704.84","295.99","768.74","2597.18","35.3","34.72","983.57","0.4","0.55","1375.0","28.55","30.24","1059.19","22.97","27.23","1185.46","21.42","20.32","948.65","0.12","0.12","1000.0","0.0","0.0","0.0","2.81","17.16","6106.76"
"210","2013","12","Uttar Pradesh","Allahabad","210.42","533.42","2535.03","280.91","683.96","2434.8","34.91","27.28","781.44","0.83","1.39","1674.7","23.49","13.89","591.32","22.41","15.11","674.25","16.79","11.58","689.7","0.02","0.02","1000.0","0.0","0.0","0.0","2.16","14.77","6837.96"
"210","2014","12","Uttar Pradesh","Allahabad","192.64","407.27","2114.15","284.14","399.28","1405.22","36.98","28.36","766.9","0.85","1.82","2141.18","30.23","8.49","280.85","24.22","13.74","567.3","0.0","0.0","0.0","0.02","0.02","1000.0","0.0","0.0","0.0","2.14","14.08","6579.44"
"210","2015","12","Uttar Pradesh","Allahabad","192.54","366.11","1901.47","309.16","610.72","1975.42","38.36","34.71","904.85","0.57","0.75","1315.79","19.26","11.42","592.94","24.13","17.96","744.3","21.56","9.96","461.82","0.02","0.02","1000.0","0.0","0.0","0.0","1.42","9.5","6703.18"
"210","2016","12","Uttar Pradesh","Allahabad","211.76","565.56","2670.84","298.33","916.0","3070.41","37.12","35.78","964.03","0.32","0.61","1915.09","27.98","28.52","1019.34","22.48","33.94","1510.01","26.99","24.68","914.3","0.02","0.02","909.09","0.0","0.0","0.0","2.1","15.25","7266.7"
"210","2017","12","Uttar Pradesh","Allahabad","215.88","575.93","2667.89","283.11","1021.87","3609.38","29.64","27.08","913.92","0.56","1.36","2431.13","17.56","24.31","1384.22","23.34","42.26","1810.61","21.83","16.29","746.54","0.02","0.02","1000.0","0.0","0.0","0.0","2.86","10.5","3672.83"
"211","2007","12","Uttar Pradesh","Jhansi","5.46","3.0","549.45","183.72","330.37","1798.23","0.4","0.2","500.0","43.05","31.11","722.65","47.6","36.24","761.34","0.88","0.18","204.55","298.76","171.49","574.01","32.33","13.96","431.8","7.42","5.13","691.37","0.23","0.44","1913.04"
"211","2008","12","Uttar Pradesh","Jhansi","5.73","6.84","1193.72","255.91","631.94","2469.38","0.04","0.02","500.0","42.27","42.79","1012.3","68.77","74.11","1077.65","2.73","2.39","875.46","315.08","283.97","901.26","28.39","22.2","781.97","9.1","7.63","838.46","0.18","0.42","2333.33"
"211","2009","12","Uttar Pradesh","Jhansi","4.54","5.16","1136.56","270.47","663.17","2451.92","0.06","0.06","1000.0","38.81","64.09","1651.38","67.37","73.42","1089.8","4.14","1.29","311.59","422.37","304.58","721.12","31.31","17.18","548.71","0.0","0.0","0.0","0.15","0.48","3200.0"
"211","2010","12","Uttar Pradesh","Jhansi","8.13","15.79","1942.19","310.26","794.47","2560.66","0.02","0.02","1000.0","38.42","59.95","1560.39","64.96","65.41","1006.93","2.01","1.95","970.15","380.2","306.24","805.47","29.35","32.8","1117.55","12.05","15.75","1307.05","0.16","0.59","3687.5"
"211","2011","12","Uttar Pradesh","Jhansi","14.28","26.26","1838.94","331.86","960.09","2893.06","0.01","0.01","1000.0","30.14","34.14","1132.71","73.25","92.36","1260.89","1.46","1.46","1000.0","378.9","363.85","960.28","31.96","32.81","1026.6","16.74","20.97","1252.69","0.23","0.88","3826.09"
"211","2012","12","Uttar Pradesh","Jhansi","11.36","21.32","1876.76","319.32","872.14","2731.24","0.04","0.08","2000.0","26.5","34.35","1296.23","83.14","101.34","1218.91","0.84","0.35","416.67","362.47","372.48","1027.62","28.79","29.64","1029.52","12.31","17.4","1413.49","0.27","0.99","3666.67"
"211","2013","12","Uttar Pradesh","Jhansi","12.1","21.87","1807.44","331.96","608.25","1832.3","0.0","0.0","0.0","27.45","17.01","619.67","74.07","24.43","329.82","1.05","0.86","819.05","348.71","167.99","481.75","38.76","27.16","700.72","22.33","12.86","575.91","0.27","1.06","3925.93"
"211","2014","12","Uttar Pradesh","Jhansi","10.55","18.45","1748.82","328.46","551.6","1679.35","4.92","3.95","802.85","22.14","21.68","979.22","64.11","26.37","411.32","3.54","1.21","341.81","0.0","0.0","0.0","40.87","35.05","857.6","51.59","36.99","717.0","0.22","0.88","4000.0"
"211","2015","12","Uttar Pradesh","Jhansi","10.29","17.14","1665.69","301.34","584.04","1938.14","0.02","0.02","1000.0","17.2","12.05","700.58","23.5","14.98","637.45","2.99","0.39","130.43","353.81","238.87","675.13","38.51","18.51","480.65","34.68","6.07","175.01","0.19","0.66","3442.41"
"211","2016","12","Uttar Pradesh","Jhansi","11.66","15.05","1291.3","339.15","1040.48","3067.85","0.01","0.01","1153.85","29.23","33.64","1150.72","96.23","124.31","1291.79","2.09","1.97","943.57","432.16","375.7","869.35","31.22","26.22","839.94","9.33","6.28","673.24","0.1","0.37","3804.08"
"211","2017","12","Uttar Pradesh","Jhansi","10.21","16.22","1589.75","302.3","818.4","2707.25","0.0","0.01","1750.0","20.74","18.43","888.9","42.86","47.17","1100.63","0.82","0.54","660.15","378.21","275.61","728.74","31.23","27.07","866.7","13.45","10.45","777.5","0.18","0.7","3943.82"
"213","2007","12","Uttar Pradesh","Jalaun","0.61","0.26","426.23","146.2","259.83","1777.22","17.34","8.69","501.15","0.01","0.01","1000.0","36.4","21.59","593.13","8.04","4.46","554.73","79.37","49.93","629.08","0.06","0.04","666.67","0.36","0.25","694.44","2.22","4.23","1905.41"
"213","2008","12","Uttar Pradesh","Jalaun","0.45","0.54","1200.0","148.95","465.78","3127.09","12.95","8.9","687.26","0.02","0.01","500.0","45.11","51.34","1138.11","7.1","8.43","1187.32","107.59","119.45","1110.23","0.0","0.0","0.0","0.04","0.03","750.0","0.88","2.02","2295.45"
"213","2009","12","Uttar Pradesh","Jalaun","0.34","0.39","1147.06","135.22","373.26","2760.39","17.3","15.23","880.35","0.03","0.05","1666.67","42.59","41.03","963.37","7.98","7.87","986.22","125.77","139.27","1107.34","0.0","0.0","0.0","0.0","0.0","0.0","1.23","3.94","3203.25"
"213","2010","12","Uttar Pradesh","Jalaun","0.57","1.11","1947.37","146.31","467.79","3197.25","15.39","13.17","855.75","0.02","0.02","1000.0","39.23","44.97","1146.32","7.12","7.88","1106.74","110.5","114.16","1033.12","0.0","0.0","0.0","0.02","0.03","1500.0","1.16","4.26","3672.41"
"213","2011","12","Uttar Pradesh","Jalaun","0.53","0.98","1849.06","144.07","484.38","3362.12","14.07","13.09","930.35","0.01","0.01","1000.0","42.01","55.65","1324.68","6.11","6.83","1117.84","107.19","163.28","1523.28","0.01","0.01","1000.0","0.04","0.04","1000.0","1.48","5.83","3939.19"
"213","2012","12","Uttar Pradesh","Jalaun","0.51","0.56","1098.04","145.44","467.11","3211.7","13.11","23.4","1784.9","0.02","0.03","1500.0","37.73","51.91","1375.83","6.43","8.93","1388.8","105.65","162.56","1538.67","0.01","0.01","1000.0","0.04","0.05","1250.0","1.75","6.51","3720.0"
"213","2013","12","Uttar Pradesh","Jalaun","0.52","0.93","1788.46","149.46","445.32","2979.53","11.92","8.0","671.14","0.23","0.77","3347.83","39.65","29.52","744.51","6.66","5.49","824.32","113.35","145.7","1285.4","0.06","0.04","666.67","0.04","0.03","750.0","1.61","6.46","4012.42"
"213","2014","12","Uttar Pradesh","Jalaun","0.51","0.89","1745.1","155.13","206.24","1329.47","15.68","12.93","824.62","0.0","0.0","0.0","36.15","11.74","324.76","5.37","1.75","325.88","0.0","0.0","0.0","0.02","0.02","1000.0","0.03","0.02","666.67","1.34","5.43","4052.24"
"213","2015","12","Uttar Pradesh","Jalaun","1.56","2.8","1794.87","158.55","298.12","1880.29","13.2","11.66","883.33","0.0","0.0","0.0","37.08","15.56","419.63","5.25","0.94","179.05","107.56","183.8","1708.77","0.0","0.0","0.0","0.08","0.01","173.33","1.43","4.94","3442.65"
"213","2016","12","Uttar Pradesh","Jalaun","0.42","0.65","1552.13","147.43","547.85","3716.05","14.76","16.98","1150.19","0.0","0.0","0.0","43.38","52.27","1204.86","6.26","7.53","1203.1","118.53","183.79","1550.57","0.01","0.01","818.18","0.04","0.03","627.91","1.22","4.65","3804.17"
"213","2017","12","Uttar Pradesh","Jalaun","0.27","0.34","1264.93","160.36","581.17","3624.09","15.03","24.31","1617.18","0.02","0.06","2521.74","13.72","19.37","1412.4","3.39","5.84","1720.52","114.67","177.27","1545.86","0.01","0.01","909.09","0.04","0.03","772.73","1.04","4.11","3943.9"
"214","2007","12","Uttar Pradesh","Hamirpur","0.35","0.19","542.86","120.95","162.41","1342.79","0.61","0.7","1147.54","0.01","0.01","1000.0","109.81","51.45","468.54","24.58","10.99","447.11","142.69","36.51","255.87","8.32","1.86","223.56","0.14","0.1","714.29","6.05","16.0","2644.63"
"214","2008","12","Uttar Pradesh","Hamirpur","0.33","0.4","1212.12","168.46","386.64","2295.14","0.33","0.4","1212.12","0.01","0.02","2000.0","151.69","140.91","928.93","16.48","12.67","768.81","161.44","117.91","730.36","7.88","3.44","436.55","0.1","0.09","900.0","3.1","12.57","4054.84"
"214","2009","12","Uttar Pradesh","Hamirpur","0.3","0.28","933.33","157.57","334.8","2124.77","0.56","0.34","607.14","0.02","0.02","1000.0","144.58","98.79","683.29","24.45","15.05","615.54","222.67","96.76","434.54","7.64","1.43","187.17","0.0","0.0","0.0","2.38","9.79","4113.45"
"214","2010","12","Uttar Pradesh","Hamirpur","0.22","0.25","1136.36","162.51","337.05","2074.03","0.55","0.32","581.82","0.01","0.01","1000.0","140.39","105.44","751.05","23.11","18.95","819.99","198.74","96.51","485.61","6.25","2.85","456.0","0.11","0.14","1272.73","3.44","16.99","4938.95"
"214","2011","12","Uttar Pradesh","Hamirpur","0.14","0.19","1357.14","177.67","442.34","2489.67","0.33","0.26","787.88","0.01","0.01","1000.0","143.89","145.23","1009.31","21.93","21.9","998.63","176.59","110.61","626.37","6.92","3.05","440.75","0.44","0.54","1227.27","4.69","22.62","4823.03"
"214","2012","12","Uttar Pradesh","Hamirpur","0.16","0.29","1812.5","184.52","463.6","2512.46","0.32","0.54","1687.5","0.01","0.02","2000.0","141.53","130.03","918.75","21.28","19.83","931.86","169.98","113.83","669.67","8.58","4.98","580.42","0.76","1.07","1407.89","5.92","21.97","3711.15"
"214","2013","12","Uttar Pradesh","Hamirpur","0.13","0.24","1846.15","186.24","427.91","2297.63","0.36","0.62","1722.22","1.56","5.51","3532.05","142.21","57.42","403.77","21.96","23.22","1057.38","161.4","76.62","474.72","6.99","5.05","722.46","1.64","0.95","579.27","8.45","37.73","4465.09"
"214","2014","12","Uttar Pradesh","Hamirpur","0.05","0.09","1800.0","182.93","239.95","1311.7","0.39","0.28","717.95","0.02","0.03","1500.0","123.93","22.91","184.86","17.29","4.85","280.51","0.0","0.0","0.0","11.81","4.7","397.97","0.42","0.3","714.29","7.93","32.05","4041.61"
"214","2015","12","Uttar Pradesh","Hamirpur","0.09","0.1","1111.11","121.11","189.44","1564.2","0.69","0.24","347.83","0.06","0.13","2166.67","38.88","14.65","376.8","16.63","7.68","461.82","141.76","44.11","311.18","11.5","3.96","344.35","0.02","0.0","166.67","8.69","31.89","3668.5"
"214","2016","12","Uttar Pradesh","Hamirpur","0.2","0.35","1778.89","209.21","597.64","2856.66","0.19","0.15","789.47","1.55","4.34","2794.08","117.66","96.09","816.69","18.95","18.05","952.35","180.46","122.62","679.46","8.43","4.26","505.34","0.35","0.23","673.35","6.14","26.37","4295.29"
"214","2017","12","Uttar Pradesh","Hamirpur","0.08","0.15","1948.05","161.51","440.68","2728.57","0.65","0.68","1041.47","0.43","1.26","2953.05","119.83","105.35","879.15","18.27","18.09","990.42","170.04","90.44","531.87","5.99","5.25","877.59","0.24","0.18","776.37","8.73","33.47","3833.2"
"215","2007","12","Uttar Pradesh","Banda","66.32","40.96","617.61","183.69","241.83","1316.51","13.16","9.81","745.44","0.03","0.03","1000.0","144.18","76.77","532.46","38.16","25.58","670.34","61.87","25.79","416.84","0.81","0.31","382.72","0.24","0.16","666.67","1.19","3.13","2630.25"
"215","2008","12","Uttar Pradesh","Banda","73.68","97.98","1329.8","201.65","361.28","1791.62","13.28","14.13","1064.01","0.01","0.03","3000.0","153.11","123.11","804.06","35.14","35.49","1009.96","60.12","40.56","674.65","0.71","0.31","436.62","0.17","0.14","823.53","1.02","4.12","4039.22"
"215","2009","12","Uttar Pradesh","Banda","54.51","54.96","1008.26","195.87","338.64","1728.9","15.71","10.62","676.0","0.02","0.02","1000.0","145.51","85.93","590.54","32.07","18.02","561.9","79.48","36.02","453.2","0.68","0.13","191.18","0.0","0.0","0.0","0.58","2.38","4103.45"
"215","2010","12","Uttar Pradesh","Banda","53.92","60.55","1122.96","202.34","363.06","1794.31","15.6","10.76","689.74","0.02","0.02","1000.0","140.9","88.99","631.58","38.89","29.7","763.69","71.33","26.58","372.63","0.57","0.61","1070.18","0.16","0.2","1250.0","0.62","3.04","4903.23"
"215","2011","12","Uttar Pradesh","Banda","64.3","90.48","1407.15","209.27","459.34","2194.96","13.79","12.79","927.48","0.02","0.02","1000.0","142.85","157.11","1099.83","24.55","27.28","1111.2","76.25","73.41","962.75","0.7","0.58","828.57","0.07","0.08","1142.86","0.63","3.0","4761.9"
"215","2012","12","Uttar Pradesh","Banda","58.32","99.95","1713.82","208.0","473.51","2276.49","12.55","17.41","1387.25","0.08","0.16","2000.0","144.56","153.71","1063.3","35.42","33.89","956.8","65.92","48.14","730.28","0.66","0.61","924.24","0.1","0.15","1500.0","0.7","2.6","3714.29"
"215","2013","12","Uttar Pradesh","Banda","66.51","120.09","1805.59","216.46","414.28","1913.89","9.2","12.9","1402.17","0.13","0.42","3230.77","140.46","34.44","245.19","30.03","21.81","726.27","61.55","15.0","243.7","0.44","0.32","727.27","0.32","0.19","593.75","0.87","3.89","4471.26"
"215","2014","12","Uttar Pradesh","Banda","58.56","94.68","1616.8","206.19","198.87","964.5","11.23","11.0","979.52","0.01","0.04","4000.0","145.92","24.45","167.56","29.32","3.85","131.31","0.0","0.0","0.0","0.97","1.13","1164.95","0.12","0.09","750.0","0.74","2.99","4040.54"
