"Dist Code","Year","State Code","State Name","Dist Name","RICE AREA (1000 ha)","RICE PRODUCTION (1000 tons)","RICE YIELD (Kg per ha)","WHEAT AREA (1000 ha)","WHEAT PRODUCTION (1000 tons)","WHEAT YIELD (Kg per ha)","PEARL MILLET AREA (1000 ha)","PEARL MILLET PRODUCTION (1000 tons)","PEARL MILLET YIELD (Kg per ha)","MAIZE AREA (1000 ha)","MAIZE PRODUCTION (1000 tons)","MAIZE YIELD (Kg per ha)","CHICKPEA AREA (1000 ha)","CHICKPEA PRODUCTION (1000 tons)","CHICKPEA YIELD (Kg per ha)","PIGEONPEA AREA (1000 ha)","PIGEONPEA PRODUCTION (1000 tons)","PIGEONPEA YIELD (Kg per ha)","MINOR PULSES AREA (1000 ha)","MINOR PULSES PRODUCTION (1000 tons)","MINOR PULSES YIELD (Kg per ha)","GROUNDNUT AREA (1000 ha)","GROUNDNUT PRODUCTION (1000 tons)","GROUNDNUT YIELD (Kg per ha)","SOYABEAN AREA (1000 ha)","SOYABEAN PRODUCTION (1000 tons)","SOYABEAN YIELD (Kg per ha)","SUGARCANE AREA (1000 ha)","SUGARCANE PRODUCTION (1000 tons)","SUGARCANE YIELD (Kg per ha)"
"215","2015","12","Uttar Pradesh","Banda","57.82","66.82","1155.66","82.79","98.95","1195.19","17.89","6.65","371.72","0.13","0.24","1846.15","19.19","6.36","331.42","28.12","10.6","376.96","42.75","15.12","353.56","1.15","0.56","486.96","0.03","0.01","193.55","0.56","2.05","3668.46"
"215","2016","12","Uttar Pradesh","Banda","73.75","131.0","1776.22","246.94","616.45","2496.38","15.52","15.78","1017.08","0.0","0.01","2000.0","103.77","90.65","873.59","36.16","40.53","1120.9","81.22","61.58","758.24","0.58","0.42","722.89","0.09","0.06","673.91","0.77","3.3","4295.31"
"215","2017","12","Uttar Pradesh","Banda","60.72","118.86","1957.57","208.72","495.11","2372.11","13.44","14.81","1102.39","0.02","0.04","2222.22","142.53","137.02","961.36","33.86","48.84","1442.39","61.7","38.62","625.89","0.41","0.66","1611.65","0.09","0.07","779.07","0.65","2.5","3833.18"
"216","2007","12","Uttar Pradesh","Varanasi","190.96","429.08","2246.96","217.76","509.31","2338.86","17.77","18.98","1068.09","3.65","4.78","1309.59","4.77","3.88","813.42","11.33","12.7","1120.92","23.28","21.54","925.26","0.01","0.01","1000.0","0.0","0.0","0.0","5.77","27.15","4705.37"
"216","2008","12","Uttar Pradesh","Varanasi","196.63","476.53","2423.49","212.59","541.84","2548.76","16.97","17.42","1026.52","3.69","4.48","1214.09","4.71","4.84","1027.6","10.81","9.23","853.84","19.5","15.3","784.62","0.01","0.01","1000.0","0.0","0.0","0.0","5.86","26.88","4587.03"
"216","2009","12","Uttar Pradesh","Varanasi","164.27","308.05","1875.27","212.28","478.33","2253.3","18.99","20.22","1064.77","3.73","5.0","1340.48","4.91","4.44","904.28","11.06","5.02","453.89","18.75","16.77","894.4","0.0","0.0","0.0","0.0","0.0","0.0","5.64","26.6","4716.31"
"216","2010","12","Uttar Pradesh","Varanasi","184.99","454.49","2456.84","212.62","572.8","2694.01","18.78","21.62","1151.22","3.72","5.09","1368.28","4.82","4.62","958.51","11.13","9.18","824.8","18.67","16.94","907.34","0.0","0.0","0.0","0.0","0.0","0.0","5.63","25.97","4612.79"
"216","2011","12","Uttar Pradesh","Varanasi","179.82","458.49","2549.72","215.03","611.59","2844.21","18.86","29.1","1542.95","3.67","4.98","1356.95","4.76","5.76","1210.08","10.47","8.9","850.05","18.31","20.58","1123.98","0.0","0.0","0.0","0.0","0.0","0.0","5.54","28.13","5077.62"
"216","2012","12","Uttar Pradesh","Varanasi","174.38","465.76","2670.95","219.42","655.35","2986.74","18.83","23.18","1231.01","3.74","6.08","1625.67","4.65","5.3","1139.78","11.42","13.28","1162.87","17.59","13.13","746.45","0.0","0.0","0.0","0.0","0.0","0.0","5.82","30.28","5202.75"
"216","2013","12","Uttar Pradesh","Varanasi","187.12","472.72","2526.29","219.96","589.23","2678.81","19.17","22.64","1181.01","3.66","5.89","1609.29","3.81","3.58","939.63","11.43","11.83","1035.0","18.29","12.59","688.35","0.01","0.01","1000.0","0.0","0.0","0.0","5.48","33.19","6056.57"
"216","2014","12","Uttar Pradesh","Varanasi","174.44","467.59","2680.52","212.11","341.32","1609.17","23.91","31.1","1300.71","3.43","5.26","1533.53","4.18","2.78","665.07","14.24","14.54","1021.07","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","5.72","36.07","6305.94"
"216","2015","12","Uttar Pradesh","Varanasi","187.87","504.19","2683.72","215.08","460.91","2142.97","19.53","20.84","1067.08","3.53","5.12","1450.42","4.42","4.42","1000.0","10.87","12.12","1115.0","17.38","11.88","683.87","0.02","0.02","1000.0","0.0","0.0","0.0","5.52","35.03","6350.09"
"216","2016","12","Uttar Pradesh","Varanasi","196.4","526.55","2681.03","216.15","677.55","3134.62","19.98","18.21","911.34","3.7","5.93","1602.22","4.86","6.77","1392.39","11.18","12.81","1146.04","18.91","16.66","880.76","0.0","0.0","750.0","0.0","0.0","0.0","5.64","37.57","6660.27"
"216","2017","12","Uttar Pradesh","Varanasi","194.46","573.42","2948.8","230.27","797.84","3464.76","18.95","22.31","1176.89","3.4","5.86","1721.42","3.59","4.92","1372.56","11.08","14.09","1271.8","19.37","17.2","888.13","0.0","0.0","1000.0","0.0","0.0","0.0","4.36","30.43","6975.41"
"217","2007","12","Uttar Pradesh","Mirzpur","127.99","169.48","1324.17","145.09","258.75","1783.38","9.54","9.75","1022.01","17.03","13.56","796.24","25.39","23.87","940.13","24.75","16.65","672.73","25.89","20.36","786.4","3.16","3.4","1075.95","0.01","0.0","0.0","1.84","10.54","5728.26"
"217","2008","12","Uttar Pradesh","Mirzpur","147.9","273.22","1847.33","150.46","264.61","1758.67","9.09","8.31","914.19","15.04","8.94","594.41","24.77","22.93","925.72","22.41","15.94","711.29","24.44","18.93","774.55","2.62","3.96","1511.45","0.0","0.0","0.0","1.9","9.99","5257.89"
"217","2009","12","Uttar Pradesh","Mirzpur","100.12","144.28","1441.07","149.22","290.52","1946.92","10.01","12.34","1232.77","15.08","10.33","685.01","25.09","23.59","940.22","22.31","9.98","447.33","26.99","23.25","861.43","2.66","3.39","1274.44","0.0","0.0","0.0","1.74","8.86","5091.95"
"217","2010","12","Uttar Pradesh","Mirzpur","116.45","216.54","1859.51","151.04","317.7","2103.42","9.99","14.28","1429.43","14.9","13.19","885.23","24.72","25.45","1029.53","22.86","18.03","788.71","25.42","17.47","687.25","2.58","4.32","1674.42","0.0","0.0","0.0","1.82","9.73","5346.15"
"217","2011","12","Uttar Pradesh","Mirzpur","125.91","266.41","2115.88","152.0","342.55","2253.62","9.86","13.9","1409.74","16.74","14.33","856.03","24.6","26.19","1064.63","25.97","24.14","929.53","26.06","24.34","934.0","2.69","5.96","2215.61","0.0","0.0","0.0","1.82","10.14","5571.43"
"217","2012","12","Uttar Pradesh","Mirzpur","124.5","282.22","2266.83","151.59","371.17","2448.51","9.86","13.3","1348.88","16.58","16.63","1003.02","24.66","29.02","1176.8","26.06","27.99","1074.06","25.19","23.35","926.96","3.09","5.68","1838.19","0.0","0.0","0.0","1.63","8.83","5417.18"
"217","2013","12","Uttar Pradesh","Mirzpur","111.94","253.45","2264.16","155.38","384.3","2473.29","14.04","17.02","1212.25","14.67","17.02","1160.19","20.59","22.18","1077.22","22.15","19.93","899.77","30.16","24.06","797.75","2.54","3.41","1342.52","0.0","0.0","0.0","1.95","12.42","6369.23"
"217","2014","12","Uttar Pradesh","Mirzpur","110.56","240.11","2171.76","156.13","292.35","1872.48","8.6","11.2","1302.33","17.15","18.21","1061.81","23.89","23.41","979.91","23.05","19.45","843.82","0.0","0.0","0.0","0.44","0.73","1659.09","0.0","0.0","0.0","1.82","11.94","6560.44"
"217","2015","12","Uttar Pradesh","Mirzpur","126.61","209.26","1652.79","149.12","253.68","1701.18","9.29","9.87","1062.43","16.1","14.39","893.79","22.14","17.31","781.84","19.87","14.46","727.73","23.97","15.7","655.12","0.64","0.49","765.63","0.0","0.0","0.0","1.86","12.46","6703.17"
"217","2016","12","Uttar Pradesh","Mirzpur","123.77","325.32","2628.42","154.54","410.15","2654.06","10.1","12.68","1255.62","17.0","14.39","846.68","25.15","29.67","1179.57","27.09","30.51","1126.27","25.02","22.3","891.1","2.69","0.85","314.15","0.0","0.0","0.0","2.0","14.55","7266.68"
"217","2017","12","Uttar Pradesh","Mirzpur","123.58","321.45","2601.1","148.82","406.61","2732.25","9.88","11.65","1178.95","15.28","15.43","1009.75","25.1","35.13","1399.79","22.59","23.01","1018.77","25.29","23.06","911.84","2.66","5.61","2107.89","0.0","0.0","0.0","1.77","14.02","7924.48"
"218","2007","12","Uttar Pradesh","Jaunpur","142.37","274.38","1927.23","206.57","547.58","2650.82","5.71","6.22","1089.32","45.44","63.59","1399.43","5.16","4.16","806.2","10.24","13.4","1308.59","12.61","14.9","1181.6","0.0","0.0","0.0","0.0","0.0","0.0","9.98","53.69","5379.76"
"218","2008","12","Uttar Pradesh","Jaunpur","147.01","316.66","2154.0","207.9","592.95","2852.09","5.55","5.27","949.55","45.01","58.89","1308.38","5.11","5.42","1060.67","10.08","7.93","786.71","12.6","10.86","861.9","0.0","0.0","0.0","0.0","0.0","0.0","9.83","52.63","5354.02"
"218","2009","12","Uttar Pradesh","Jaunpur","140.84","278.3","1976.0","208.11","565.98","2719.62","5.58","7.88","1412.19","43.25","61.81","1429.13","5.09","4.57","897.84","8.19","4.69","572.65","14.48","10.95","756.22","0.0","0.0","0.0","0.0","0.0","0.0","9.68","52.53","5426.65"
"218","2010","12","Uttar Pradesh","Jaunpur","144.03","300.61","2087.13","209.95","599.88","2857.25","6.12","8.27","1351.31","45.35","66.27","1461.3","5.06","4.85","958.5","10.14","7.84","773.18","13.22","14.86","1124.05","0.0","0.0","0.0","0.0","0.0","0.0","9.61","53.69","5586.89"
"218","2011","12","Uttar Pradesh","Jaunpur","145.19","325.06","2238.86","209.64","668.28","3187.75","6.04","9.51","1574.5","45.51","66.25","1455.72","4.94","6.14","1242.91","10.07","9.09","902.68","13.27","13.25","998.49","0.0","0.0","0.0","0.0","0.0","0.0","9.58","50.42","5263.05"
"218","2012","12","Uttar Pradesh","Jaunpur","147.19","343.97","2336.91","210.45","655.14","3113.04","5.5","7.78","1414.55","44.81","79.22","1767.91","4.93","5.67","1150.1","8.57","9.1","1061.84","13.29","9.9","744.92","0.0","0.0","0.0","0.0","0.0","0.0","9.58","53.5","5584.55"
"218","2013","12","Uttar Pradesh","Jaunpur","149.52","342.39","2289.93","210.67","602.94","2862.01","10.29","8.96","870.75","43.92","69.35","1579.01","5.13","4.81","937.62","13.33","12.81","960.99","11.65","7.38","633.48","0.0","0.0","0.0","0.0","0.0","0.0","11.31","64.86","5734.75"
"218","2014","12","Uttar Pradesh","Jaunpur","140.43","338.99","2413.94","209.45","405.49","1935.98","6.63","8.22","1239.82","45.5","72.37","1590.55","4.66","3.03","650.21","11.95","11.68","977.41","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","9.87","56.52","5726.44"
"218","2015","12","Uttar Pradesh","Jaunpur","143.9","253.26","1759.97","219.05","582.89","2660.99","5.91","6.6","1116.75","44.1","63.69","1444.22","1.79","3.18","1776.54","9.98","9.52","953.91","13.52","12.48","922.81","0.0","0.0","0.0","0.0","0.0","0.0","8.31","47.69","5735.2"
"218","2016","12","Uttar Pradesh","Jaunpur","153.46","359.4","2342.0","206.88","668.23","3230.0","6.75","7.83","1159.66","46.4","71.68","1544.97","5.05","11.48","2271.67","10.14","8.48","836.78","13.91","18.12","1302.88","0.0","0.0","0.0","0.0","0.0","0.0","8.73","55.13","6312.0"
"218","2017","12","Uttar Pradesh","Jaunpur","157.28","362.68","2306.0","207.67","735.15","3540.0","4.94","5.8","1174.19","43.35","67.23","1550.96","5.05","7.48","1481.0","7.3","5.09","697.25","12.09","13.15","1088.19","0.0","0.0","0.0","0.0","0.0","0.0","9.52","62.68","6587.2"
"219","2007","12","Uttar Pradesh","Ghazipur","151.65","327.75","2161.23","169.66","410.92","2422.02","13.89","19.97","1437.72","0.71","1.0","1408.45","4.22","3.4","805.69","6.05","6.29","1039.67","16.95","18.52","1092.63","0.02","0.01","500.0","0.0","0.0","0.0","7.42","37.81","5095.69"
"219","2008","12","Uttar Pradesh","Ghazipur","151.78","339.24","2235.08","170.63","453.5","2657.8","13.69","19.35","1413.44","0.64","0.85","1328.13","4.2","4.46","1061.9","5.92","4.66","787.16","16.97","20.21","1190.93","0.06","0.04","666.67","0.0","0.0","0.0","7.3","26.84","3676.71"
"219","2009","12","Uttar Pradesh","Ghazipur","145.7","270.31","1855.25","172.76","477.16","2761.98","14.44","23.92","1656.51","0.64","0.91","1421.88","4.22","3.79","898.1","6.72","3.85","572.92","15.1","15.54","1029.14","0.06","0.04","666.67","0.0","0.0","0.0","7.18","25.6","3565.46"
"219","2010","12","Uttar Pradesh","Ghazipur","149.9","315.09","2102.0","172.02","464.67","2701.26","13.84","19.55","1412.57","0.66","0.97","1469.7","4.2","4.02","957.14","6.02","4.66","774.09","15.99","17.0","1063.16","0.06","0.06","1000.0","0.0","0.0","0.0","7.31","21.66","2963.06"
"219","2011","12","Uttar Pradesh","Ghazipur","148.84","340.25","2286.01","172.76","485.56","2810.6","14.57","22.48","1542.9","0.66","0.98","1484.85","4.18","5.2","1244.02","5.82","5.25","902.06","15.87","19.19","1209.2","0.06","0.05","833.33","0.0","0.0","0.0","7.29","33.48","4592.59"
"219","2012","12","Uttar Pradesh","Ghazipur","149.18","348.62","2336.91","174.61","501.74","2873.49","16.15","24.46","1514.55","0.65","1.15","1769.23","4.3","4.94","1148.84","5.54","6.31","1138.99","16.09","17.46","1085.15","0.0","0.0","0.0","0.0","0.0","0.0","7.63","35.2","4613.37"
"219","2013","12","Uttar Pradesh","Ghazipur","148.9","318.04","2135.93","174.04","457.0","2625.83","14.99","11.0","733.82","0.76","1.54","2026.32","4.3","4.04","939.53","5.64","4.69","831.56","11.99","8.83","736.45","0.04","0.04","1000.0","0.0","0.0","0.0","7.38","35.86","4859.08"
"219","2014","12","Uttar Pradesh","Ghazipur","136.67","294.26","2153.07","175.21","309.38","1765.77","13.04","23.38","1792.94","0.8","1.35","1687.5","3.96","5.12","1292.93","6.28","6.94","1105.1","0.0","0.0","0.0","0.12","0.1","833.33","0.0","0.0","0.0","7.24","39.61","5470.99"
"219","2015","12","Uttar Pradesh","Ghazipur","154.41","334.3","2165.02","193.11","460.78","2386.1","17.32","30.0","1732.1","1.14","1.38","1210.53","2.48","3.87","1560.48","4.98","4.34","871.49","8.56","9.45","1104.37","0.07","0.05","714.29","0.0","0.0","0.0","5.56","31.64","5692.41"
"219","2016","12","Uttar Pradesh","Ghazipur","147.67","317.05","2147.0","180.11","577.94","3208.9","15.53","10.54","678.94","0.86","0.94","1095.02","5.4","13.19","2442.3","6.09","5.32","875.1","15.43","16.71","1082.56","0.05","0.05","905.66","0.0","0.0","0.0","7.5","42.78","5707.6"
"219","2017","12","Uttar Pradesh","Ghazipur","154.82","384.25","2482.0","166.21","494.15","2973.0","14.76","15.48","1048.57","0.81","1.03","1267.24","4.26","7.39","1732.82","5.39","6.84","1268.51","16.78","19.02","1133.51","0.05","0.06","1018.18","0.0","0.0","0.0","7.31","45.25","6191.6"
"220","2007","12","Uttar Pradesh","Ballia","121.28","225.02","1855.38","141.51","368.14","2601.51","1.75","2.72","1554.29","26.2","20.63","787.4","3.15","3.17","1006.35","6.26","4.28","683.71","22.03","26.1","1184.75","0.33","0.19","575.76","0.0","0.0","0.0","7.15","24.46","3420.98"
"220","2008","12","Uttar Pradesh","Ballia","115.77","230.73","1993.0","140.94","379.79","2694.69","1.19","2.04","1714.29","7.91","4.91","620.73","3.26","3.27","1003.07","3.5","1.1","314.29","22.25","26.51","1191.46","0.26","0.19","730.77","0.0","0.0","0.0","7.29","24.3","3333.33"
"220","2009","12","Uttar Pradesh","Ballia","111.06","220.12","1981.99","138.98","353.23","2541.59","1.89","3.21","1698.41","29.89","41.51","1388.76","3.43","3.18","927.11","3.85","2.88","748.05","24.16","25.16","1041.39","0.27","0.18","666.67","0.0","0.0","0.0","6.13","24.15","3939.64"
"220","2010","12","Uttar Pradesh","Ballia","115.98","221.93","1913.52","139.32","408.94","2935.26","1.89","2.02","1068.78","29.91","47.05","1573.05","3.24","3.95","1219.14","6.24","8.91","1427.88","21.95","24.47","1114.81","0.28","0.28","1000.0","0.0","0.0","0.0","6.02","23.11","3838.87"
"220","2011","12","Uttar Pradesh","Ballia","116.37","295.63","2540.43","136.35","443.13","3249.94","1.9","2.46","1294.74","32.72","57.91","1769.87","3.2","4.2","1312.5","4.02","1.62","402.99","23.87","29.63","1241.31","0.29","0.28","965.52","0.05","0.07","1400.0","6.15","24.55","3991.87"
"220","2012","12","Uttar Pradesh","Ballia","112.17","244.3","2177.94","135.9","459.03","3377.7","2.06","3.96","1922.33","33.5","65.6","1958.21","2.99","4.97","1662.21","6.04","6.78","1122.52","21.6","29.13","1348.61","0.32","0.32","1000.0","0.0","0.0","0.0","5.87","28.19","4802.39"
"220","2013","12","Uttar Pradesh","Ballia","118.0","261.96","2220.0","137.86","395.89","2871.68","1.77","2.25","1271.19","31.3","47.36","1513.1","3.28","2.61","795.73","6.37","4.6","722.14","20.38","21.96","1077.53","0.24","0.22","916.67","0.0","0.0","0.0","6.15","31.99","5201.63"
"220","2014","12","Uttar Pradesh","Ballia","122.46","251.91","2057.08","141.82","321.8","2269.07","2.01","4.0","1990.05","32.06","47.68","1487.21","1.55","2.2","1419.35","5.08","5.58","1098.43","0.0","0.0","0.0","0.04","0.03","750.0","0.0","0.0","0.0","4.1","21.33","5202.44"
"220","2015","12","Uttar Pradesh","Ballia","115.76","196.1","1694.02","139.2","376.86","2707.33","2.27","4.11","1810.57","32.73","38.52","1176.9","1.19","1.1","924.37","4.85","4.3","886.6","14.98","17.12","1143.43","0.16","0.11","687.5","0.0","0.0","0.0","4.02","23.26","5784.41"
"220","2016","12","Uttar Pradesh","Ballia","115.91","276.56","2386.0","137.66","542.43","3940.22","1.95","3.7","1900.97","31.71","31.62","997.19","3.21","5.65","1762.01","6.37","6.75","1058.85","22.2","30.55","1375.99","0.17","0.15","903.61","0.0","0.0","0.0","6.31","41.54","6580.8"
"220","2017","12","Uttar Pradesh","Ballia","115.87","290.02","2503.0","136.89","495.07","3616.48","1.98","3.83","1930.84","31.76","60.94","1918.55","3.34","5.6","1677.45","6.7","7.85","1172.44","22.39","29.27","1307.74","0.24","0.24","1012.66","0.0","0.0","0.0","6.48","35.62","5496.81"
"221","2007","12","Uttar Pradesh","Gorakhpur","317.41","649.06","2044.86","334.5","973.22","2909.48","0.05","0.08","1600.0","4.04","2.62","648.51","0.48","0.34","708.33","6.8","4.06","597.06","15.49","13.84","893.48","5.45","4.1","752.29","0.0","0.0","0.0","22.5","125.07","5558.67"
"221","2008","12","Uttar Pradesh","Gorakhpur","318.67","683.54","2144.98","335.67","925.26","2756.46","0.02","0.03","1500.0","2.46","1.04","422.76","0.48","0.44","916.67","3.74","2.5","668.45","15.53","13.09","842.88","4.18","4.32","1033.49","0.0","0.0","0.0","20.87","107.83","5166.75"
"221","2009","12","Uttar Pradesh","Gorakhpur","321.57","689.91","2145.44","339.6","933.61","2749.15","0.04","0.06","1500.0","3.38","3.61","1068.05","0.58","0.44","758.62","4.6","2.98","647.83","15.21","13.12","862.59","4.3","2.81","653.49","0.0","0.0","0.0","20.53","104.65","5097.42"
"221","2010","12","Uttar Pradesh","Gorakhpur","319.9","672.53","2102.31","337.28","1024.99","3038.99","0.02","0.04","2000.0","3.19","1.97","617.55","0.58","0.55","948.28","4.38","2.89","659.82","14.4","12.51","868.75","4.66","5.91","1268.24","0.0","0.0","0.0","20.48","115.28","5628.91"
"221","2011","12","Uttar Pradesh","Gorakhpur","320.33","729.07","2276.0","341.7","1036.73","3034.04","0.01","0.01","1000.0","3.08","3.78","1227.27","0.57","0.61","1070.18","4.54","3.43","755.51","14.18","9.87","696.05","4.38","5.81","1326.48","0.0","0.0","0.0","20.47","121.65","5942.84"
"221","2012","12","Uttar Pradesh","Gorakhpur","316.05","749.79","2372.38","344.61","1103.37","3201.79","0.01","0.01","1000.0","3.11","4.46","1434.08","0.51","0.48","941.18","4.52","3.25","719.03","15.13","12.44","822.21","4.28","6.39","1492.99","0.0","0.0","0.0","21.32","130.6","6125.7"
"221","2013","12","Uttar Pradesh","Gorakhpur","311.9","760.63","2438.7","339.39","1118.82","3296.56","0.01","0.01","1000.0","2.69","2.75","1022.3","1.1","0.72","654.55","3.62","3.35","925.41","13.45","8.24","612.64","4.35","5.23","1202.3","0.0","0.0","0.0","21.23","129.98","6122.47"
"221","2014","12","Uttar Pradesh","Gorakhpur","318.4","744.0","2336.68","342.58","692.9","2022.59","0.0","0.01","0.0","3.34","5.43","1625.75","0.88","0.32","363.64","3.82","1.39","363.87","0.0","0.0","0.0","4.19","5.06","1207.64","0.01","0.0","0.0","18.88","113.32","6002.12"
"221","2015","12","Uttar Pradesh","Gorakhpur","320.34","628.4","1961.67","343.98","884.12","2570.27","0.02","0.03","1500.0","3.48","4.99","1433.91","0.37","0.22","594.59","3.74","2.47","660.43","13.88","9.72","699.94","4.6","4.48","973.91","0.0","0.0","0.0","17.82","105.32","5910.15"
"221","2016","12","Uttar Pradesh","Gorakhpur","318.29","702.75","2207.85","340.3","1222.98","3593.81","0.01","0.01","1875.0","3.83","5.21","1360.41","0.55","0.57","1023.51","4.94","4.6","930.62","14.64","12.74","870.66","5.89","6.22","1054.99","0.0","0.0","0.0","20.09","128.17","6379.88"
"221","2017","12","Uttar Pradesh","Gorakhpur","319.73","805.12","2518.15","337.69","1330.08","3938.81","0.01","0.02","1888.89","3.06","2.45","802.68","0.35","0.38","1064.97","3.33","1.8","540.65","14.49","14.15","976.88","4.24","4.82","1136.26","0.0","0.0","0.0","19.98","131.38","6574.07"
"222","2007","12","Uttar Pradesh","Deoria","251.91","564.78","2241.99","254.59","738.13","2899.29","0.29","0.45","1551.72","13.36","14.56","1089.82","0.15","0.1","666.67","7.27","4.34","596.97","7.17","6.5","906.56","2.98","2.24","751.68","0.0","0.0","0.0","80.54","415.31","5156.57"
"222","2008","12","Uttar Pradesh","Deoria","252.17","596.19","2364.24","262.12","728.35","2778.69","0.19","0.32","1684.21","12.4","15.92","1283.87","0.12","0.11","916.67","6.03","4.03","668.33","6.61","5.95","900.15","2.19","1.54","703.2","0.0","0.0","0.0","80.41","385.91","4799.28"
"222","2009","12","Uttar Pradesh","Deoria","255.3","456.87","1789.54","265.31","679.62","2561.61","0.32","0.54","1687.5","11.95","16.85","1410.04","0.12","0.09","750.0","4.39","2.84","646.92","8.89","7.75","871.77","2.31","1.51","653.68","0.0","0.0","0.0","78.34","405.49","5176.03"
"222","2010","12","Uttar Pradesh","Deoria","255.54","550.05","2152.5","264.59","776.38","2934.28","0.24","0.41","1708.33","11.6","20.18","1739.66","0.09","0.09","1000.0","5.63","3.86","685.61","6.38","5.8","909.09","2.21","2.8","1266.97","0.0","0.0","0.0","79.58","405.16","5091.23"
"222","2011","12","Uttar Pradesh","Deoria","254.83","583.62","2290.23","273.49","838.0","3064.1","0.26","0.5","1923.08","11.85","23.92","2018.57","0.1","0.11","1100.0","5.56","5.56","1000.0","6.45","4.63","717.83","2.21","2.46","1113.12","0.0","0.0","0.0","80.85","419.33","5186.52"
"222","2012","12","Uttar Pradesh","Deoria","264.66","622.76","2353.06","269.68","814.86","3021.58","0.14","0.29","2071.43","12.45","28.95","2325.3","0.1","0.09","900.0","5.5","3.74","680.0","6.44","5.46","847.83","2.24","3.55","1584.82","0.0","0.0","0.0","79.54","454.21","5710.46"
"222","2013","12","Uttar Pradesh","Deoria","258.23","654.34","2533.94","271.99","824.37","3030.88","0.28","0.58","2071.43","12.64","35.26","2789.56","0.43","0.28","651.16","6.53","6.03","923.43","6.33","4.32","682.46","2.9","4.2","1448.28","0.0","0.0","0.0","108.87","647.59","5948.29"
"222","2014","12","Uttar Pradesh","Deoria","251.34","520.68","2071.62","271.67","485.08","1785.55","0.25","0.5","2000.0","12.64","31.08","2458.86","0.14","0.05","357.14","5.73","2.08","363.0","0.0","0.0","0.0","2.34","2.75","1175.21","0.0","0.0","0.0","79.1","478.57","6050.19"
"222","2015","12","Uttar Pradesh","Deoria","236.49","274.07","1158.91","274.07","672.98","2455.5","0.32","0.58","1812.5","12.61","30.19","2394.13","0.11","0.07","636.36","3.98","2.63","660.8","5.36","4.08","761.15","2.66","1.64","616.54","0.0","0.0","0.0","75.54","472.0","6248.46"
"222","2016","12","Uttar Pradesh","Deoria","260.11","533.78","2052.11","269.86","859.79","3186.1","0.48","0.87","1832.29","15.21","40.54","2665.83","0.12","0.13","1024.59","6.02","5.61","930.78","4.94","4.77","965.17","2.38","2.34","983.63","0.0","0.0","0.0","78.9","524.09","6642.39"
"222","2017","12","Uttar Pradesh","Deoria","255.14","640.36","2509.8","271.13","894.56","3299.32","0.25","0.49","1932.27","15.86","43.51","2744.37","0.11","0.12","1063.64","5.35","2.89","540.56","6.81","6.88","1010.73","2.37","2.35","992.4","0.0","0.0","0.0","79.11","573.87","7253.87"
"223","2007","12","Uttar Pradesh","Basti","372.08","729.49","1960.57","366.66","866.61","2363.52","0.06","0.1","1666.67","6.07","8.83","1454.7","2.25","1.59","706.67","12.82","9.64","751.95","21.5","19.84","922.79","0.84","0.49","583.33","0.0","0.0","0.0","44.03","227.54","5167.84"
"223","2008","12","Uttar Pradesh","Basti","375.06","811.07","2162.51","370.5","975.47","2632.85","0.06","0.11","1833.33","6.15","9.42","1531.71","2.28","2.27","995.61","12.28","8.2","667.75","19.31","20.76","1075.09","0.97","0.71","731.96","0.0","0.0","0.0","41.51","192.31","4632.86"
"223","2009","12","Uttar Pradesh","Basti","374.35","775.59","2071.83","362.12","898.58","2481.44","0.01","0.02","2000.0","5.93","8.58","1446.88","2.15","1.76","818.6","9.17","5.94","647.76","18.81","21.19","1126.53","0.88","0.58","659.09","0.0","0.0","0.0","37.51","191.23","5098.11"
"223","2010","12","Uttar Pradesh","Basti","368.26","805.26","2186.66","362.8","1064.38","2933.79","0.01","0.02","2000.0","5.04","6.1","1210.32","1.52","1.35","888.16","8.33","5.19","623.05","18.68","18.46","988.22","1.32","1.31","992.42","0.0","0.0","0.0","45.03","236.4","5249.83"
"223","2011","12","Uttar Pradesh","Basti","355.31","876.12","2465.79","367.12","1175.49","3201.92","0.01","0.02","2000.0","4.71","8.36","1774.95","1.37","1.61","1175.18","2.56","1.89","738.28","23.14","25.32","1094.21","0.98","0.97","989.8","0.1","0.12","1200.0","44.41","249.06","5608.2"
"223","2012","12","Uttar Pradesh","Basti","356.77","876.76","2457.49","370.8","1188.05","3204.02","0.01","0.02","2000.0","4.86","9.01","1853.91","1.23","1.36","1105.69","8.48","7.22","851.42","17.37","21.78","1253.89","1.9","1.89","994.74","0.0","0.0","0.0","45.05","271.86","6034.63"
"223","2013","12","Uttar Pradesh","Basti","368.75","949.18","2574.05","369.14","1283.94","3478.19","0.01","0.02","2000.0","5.13","9.79","1908.38","1.19","0.51","428.57","7.9","6.89","872.15","17.68","15.27","863.69","0.74","0.66","891.89","0.0","0.0","0.0","45.09","277.64","6157.46"
"223","2014","12","Uttar Pradesh","Basti","365.71","779.56","2131.63","371.69","886.12","2384.03","0.02","0.04","2000.0","4.58","8.16","1781.66","1.66","0.5","301.2","7.88","4.99","633.25","0.0","0.0","0.0","0.85","0.74","870.59","0.0","0.0","0.0","42.51","266.55","6270.29"
